Place,Div,Age,Sex,City,State,Guntime,Nettime,Pace,Delta,Deltadiv,Race Distance,Race Day
1297,F40-44,44,F,Tilton,NH,12:45,11:54.0,11:54,8:04,6:07,1 mile,1/1/2019
1298,M70-UP,74,M,Newton,NH,13:08,11:54.2,11:55,8:05,5:46,1 mile,1/1/2019
1299,F6,6,F,Hudson,NH,13:20,11:54.2,11:55,8:05,3:36,1 mile,1/1/2019
1300,F50-54,53,F,Epsom,NH,13:12,11:54.5,11:55,8:05,6:06,1 mile,1/1/2019
1301,F65-69,65,F,Chichester,NH,12:48,11:54.7,11:55,8:05,5:10,1 mile,1/1/2019
1302,F9,9,F,Tilton,NH,12:45,11:54.8,11:55,8:05,5:18,1 mile,1/1/2019
1303,F65-69,65,F,Pembroke,NH,12:31,11:54.9,11:55,8:05,5:10,1 mile,1/1/2019
1304,M6,6,M,Hudson,NH,13:22,11:55.0,11:55,8:05,4:17,1 mile,1/1/2019
1305,M65-69,69,M,Pembroke,NH,12:32,11:55.0,11:55,8:05,6:16,1 mile,1/1/2019
1306,F70-UP,70,F,Patten,ME,12:45,11:55.2,11:56,8:06,Winner,1 mile,1/1/2019
1307,F40-44,42,F,Hudson,NH,13:23,11:56.4,11:57,8:07,6:10,1 mile,1/1/2019
1308,F50-54,54,F,Lowell,MA,13:03,11:59.2,12:00,8:10,6:11,1 mile,1/1/2019
1309,F50-54,52,F,Loudon,NH,13:10,12:02.9,12:03,8:13,6:14,1 mile,1/1/2019
1310,F35-39,38,F,Windham,NH,13:00,12:06.0,12:06,8:16,6:43,1 mile,1/1/2019
1311,F4,4,F,Windham,NH,13:00,12:06.2,12:07,8:17,1:22,1 mile,1/1/2019
1312,M10,10,M,Bow,NH,13:15,12:06.8,12:07,8:17,6:10,1 mile,1/1/2019
1313,F40-44,43,F,Nottingham,NH,13:06,12:07.2,12:08,8:18,6:21,1 mile,1/1/2019
1314,F10,10,F,Sandown,NH,13:17,12:07.4,12:08,8:18,5:25,1 mile,1/1/2019
1315,F40-44,42,F,Bow,NH,13:15,12:07.6,12:08,8:18,6:21,1 mile,1/1/2019
1316,F45-49,45,F,Sandown,NH,13:19,12:08.6,12:09,8:19,5:35,1 mile,1/1/2019
1317,M60-64,61,M,Windham,NH,13:10,12:09.2,12:10,8:20,6:34,1 mile,1/1/2019
1318,F35-39,37,F,Londonderry,NH,12:22,12:11.2,12:12,8:22,6:49,1 mile,1/1/2019
1319,F10,10,F,Londonderry,NH,12:21,12:11.4,12:12,8:22,5:29,1 mile,1/1/2019
1320,M7,7,M,Londonderry,NH,12:21,12:11.8,12:12,8:22,4:48,1 mile,1/1/2019
1321,M50-54,52,M,Melrose,MA,13:19,12:12.9,12:13,8:23,7:39,1 mile,1/1/2019
1322,F60-64,62,F,Epsom,NH,13:36,12:14.9,12:15,8:25,5:01,1 mile,1/1/2019
1323,F35-39,38,F,Manchester,NH,13:15,12:16.3,12:17,8:27,6:54,1 mile,1/1/2019
1324,F50-54,51,F,Londonderry,NH,13:23,12:17.5,12:18,8:28,6:29,1 mile,1/1/2019
1325,F35-39,36,F,Goffstown,NH,13:15,12:17.6,12:18,8:28,6:55,1 mile,1/1/2019
1326,F60-64,60,F,Bedford,NH,13:05,12:17.8,12:18,8:28,5:04,1 mile,1/1/2019
1327,F10,10,F,Weare,NH,13:36,12:18.4,12:19,8:29,5:36,1 mile,1/1/2019
1328,F60-64,62,F,Haverhill,MA,13:37,12:18.8,12:19,8:29,5:05,1 mile,1/1/2019
1329,F40-44,41,F,Bedford,NH,13:25,12:18.9,12:19,8:29,6:32,1 mile,1/1/2019
1330,F5,5,F,Bedford,NH,13:26,12:19.0,12:19,8:29,1:41,1 mile,1/1/2019
1331,F30-34,34,F,New Boston,NH,13:19,12:20.0,12:20,8:30,7:07,1 mile,1/1/2019
1332,M5,5,M,Nashua,NH,12:52,12:20.5,12:21,8:31,3:56,1 mile,1/1/2019
1333,M25-29,29,M,Manchester,NH,13:15,12:20.7,12:21,8:31,8:00,1 mile,1/1/2019
1334,F40-44,42,F,Manchester,NH,13:53,12:20.9,12:21,8:31,6:34,1 mile,1/1/2019
1335,F30-34,31,F,Nashua,NH,13:16,12:21.3,12:22,8:32,7:09,1 mile,1/1/2019
1336,M45-49,48,M,Bedford,NH,13:28,12:21.3,12:22,8:32,7:54,1 mile,1/1/2019
1337,M35-39,38,M,New Boston,NH,13:22,12:21.8,12:22,8:32,7:46,1 mile,1/1/2019
1338,F30-34,32,F,Newton,NH,13:53,12:22.6,12:23,8:33,7:10,1 mile,1/1/2019
1339,M30-34,33,M,Newton,NH,13:53,12:22.6,12:23,8:33,8:09,1 mile,1/1/2019
1340,F25-29,28,F,Rochester,NH,13:22,12:24.8,12:25,8:35,7:21,1 mile,1/1/2019
1341,F55-59,59,F,Dunbarton,NH,13:43,12:27.1,12:28,8:38,6:33,1 mile,1/1/2019
1342,M7,7,M,New Boston,NH,13:21,12:30.6,12:31,8:41,5:07,1 mile,1/1/2019
1343,F40-44,42,F,Londonderry,NH,13:22,12:31.3,12:32,8:42,6:45,1 mile,1/1/2019
1344,M6,6,M,Londonderry,NH,13:22,12:31.6,12:32,8:42,4:54,1 mile,1/1/2019
1345,F35-39,37,F,New Boston,NH,13:23,12:31.7,12:32,8:42,7:09,1 mile,1/1/2019
1346,M35-39,39,M,Londonderry,NH,13:22,12:32.0,12:32,8:42,7:56,1 mile,1/1/2019
1347,F4,4,F,Londonderry,NH,13:22,12:32.1,12:33,8:43,1:48,1 mile,1/1/2019
1348,M50-54,50,M,Litchfield,NH,13:23,12:32.9,12:33,8:43,7:59,1 mile,1/1/2019
1349,F35-39,36,F,Nashua,NH,13:05,12:33.5,12:34,8:44,7:11,1 mile,1/1/2019
1350,F40-44,44,F,Milford,NH,12:50,12:35.6,12:36,8:46,6:49,1 mile,1/1/2019
1351,F10,10,F,Milford,NH,12:50,12:36.0,12:36,8:46,5:53,1 mile,1/1/2019
1352,M50-54,53,M,Nahua,NH,13:27,12:39.5,12:40,8:50,8:06,1 mile,1/1/2019
1353,F40-44,40,F,Manchester,NH,14:04,12:43.0,12:43,8:53,6:56,1 mile,1/1/2019
1354,F55-59,55,F,Windham,NH,13:49,12:48.1,12:49,8:59,6:54,1 mile,1/1/2019
1355,M65-69,66,M,Dunbarton,NH,14:06,12:49.9,12:50,9:00,7:11,1 mile,1/1/2019
1356,F30-34,33,F,Concord,NH,13:39,12:51.1,12:52,9:02,7:39,1 mile,1/1/2019
1357,M35-39,38,M,Derry,NH,13:43,12:52.6,12:53,9:03,8:17,1 mile,1/1/2019
1358,F3,3,F,Derry,NH,13:43,12:52.6,12:53,9:03,Winner,1 mile,1/1/2019
1359,F5,5,F,Amherst,NH,14:04,12:54.4,12:55,9:05,2:17,1 mile,1/1/2019
1360,M40-44,42,M,Hudson,NH,14:08,12:54.4,12:55,9:05,8:40,1 mile,1/1/2019
1361,F60-64,61,F,Manchester,NH,13:51,12:54.5,12:55,9:05,5:41,1 mile,1/1/2019
1362,M60-64,62,M,Temple,NH,14:13,12:56.0,12:56,9:06,7:20,1 mile,1/1/2019
1363,F40-44,43,F,Temple,NH,14:13,12:56.3,12:57,9:07,7:10,1 mile,1/1/2019
1364,M60-64,60,M,Manchester,NH,14:07,12:56.4,12:57,9:07,7:21,1 mile,1/1/2019
1365,F8,8,F,Amherst,NH,14:04,12:56.6,12:57,9:07,7:18,1 mile,1/1/2019
1366,F60-64,64,F,Beverly,MA,13:42,12:56.8,12:57,9:07,5:43,1 mile,1/1/2019
1367,M60-64,63,M,Londonderry,NH,14:02,13:00.0,13:00,9:10,7:24,1 mile,1/1/2019
1368,F30-34,34,F,Nashua,NH,14:02,13:00.4,13:01,9:11,7:48,1 mile,1/1/2019
1369,F50-54,54,F,Contoocook,NH,14:12,13:03.3,13:04,9:14,7:15,1 mile,1/1/2019
1370,F45-49,48,F,Windham,NH,14:27,13:05.4,13:06,9:16,6:32,1 mile,1/1/2019
1371,F50-54,52,F,Windham,NH,14:28,13:05.7,13:06,9:16,7:17,1 mile,1/1/2019
1372,F40-44,44,F,Manchester,NH,14:38,13:16.4,13:17,9:27,7:30,1 mile,1/1/2019
1373,F11,11,F,Hudson,NH,14:43,13:16.9,13:17,9:27,7:55,1 mile,1/1/2019
1374,F45-49,49,F,Londonderry,NH,14:39,13:17.8,13:18,9:28,6:44,1 mile,1/1/2019
1375,F7,7,F,Londonderry,NH,14:39,13:17.8,13:18,9:28,5:53,1 mile,1/1/2019
1376,F60-64,61,F,Pembroke,NH,14:01,13:18.8,13:19,9:29,6:05,1 mile,1/1/2019
1377,F65-69,65,F,Goffstown,NH,14:11,13:19.1,13:20,9:30,6:35,1 mile,1/1/2019
1378,M4,4,M,Hudson,NH,14:28,13:19.4,13:20,9:30,3:03,1 mile,1/1/2019
1379,M40-44,44,M,Hudson,NH,14:43,13:20.0,13:20,9:30,9:05,1 mile,1/1/2019
1380,F65-69,66,F,Norwich,VT,14:25,13:20.4,13:21,9:31,6:36,1 mile,1/1/2019
1381,M35-39,36,M,Hudson,NH,14:29,13:20.7,13:21,9:31,8:45,1 mile,1/1/2019
1382,F55-59,59,F,Canterbury,NH,14:06,13:20.9,13:21,9:31,7:26,1 mile,1/1/2019
1383,F45-49,49,F,Windham,NH,14:18,13:23.5,13:24,9:34,6:50,1 mile,1/1/2019
1384,F13-19,14,F,Windham,NH,14:18,13:24.3,13:25,9:35,8:21,1 mile,1/1/2019
1385,F45-49,46,F,Nashua,NH,14:20,13:24.4,13:25,9:35,6:51,1 mile,1/1/2019
1386,F70-UP,77,F,Exeter,NH,14:22,13:26.2,13:27,9:37,1:31,1 mile,1/1/2019
1387,F35-39,36,F,Manchester,NH,14:50,13:30.4,13:31,9:41,8:08,1 mile,1/1/2019
1388,F50-54,50,F,Dover,NH,14:58,13:31.1,13:32,9:42,7:43,1 mile,1/1/2019
1389,M35-39,36,M,Manchester,NH,14:50,13:31.4,13:32,9:42,8:56,1 mile,1/1/2019
1390,FOPEN,,F,Manchester,NH,14:22,13:32.7,13:33,9:43,9:04,1 mile,1/1/2019
1391,F35-39,38,F,Manchester,NH,14:22,13:32.8,13:33,9:43,8:10,1 mile,1/1/2019
1392,F60-64,64,F,Loudon,NH,15:01,13:34.1,13:35,9:45,6:21,1 mile,1/1/2019
1393,F45-49,48,F,Manchester,NH,14:10,13:37.9,13:38,9:48,7:04,1 mile,1/1/2019
1394,F6,6,F,Merrimack,NH,14:24,13:39.7,13:40,9:50,5:21,1 mile,1/1/2019
1395,F30-34,34,F,Merrimack,NH,14:23,13:40.1,13:41,9:51,8:28,1 mile,1/1/2019
1396,F55-59,55,F,Windham,NH,14:42,13:40.6,13:41,9:51,7:46,1 mile,1/1/2019
1397,M55-59,58,M,Hooksett,NH,14:31,13:41.2,13:42,9:52,8:25,1 mile,1/1/2019
1398,F35-39,38,F,New London,NH,14:05,13:44.5,13:45,9:55,8:22,1 mile,1/1/2019
1399,F45-49,49,F,Londonderry,NH,14:41,13:45.6,13:46,9:56,7:12,1 mile,1/1/2019
1400,F70-UP,73,F,Nashua,NH,14:48,13:47.3,13:48,9:58,1:52,1 mile,1/1/2019
1401,F50-54,54,F,Antrim,NH,15:11,13:52.6,13:53,10:03,8:04,1 mile,1/1/2019
1402,F45-49,47,F,Pembroke,NH,15:20,13:53.5,13:54,10:04,7:20,1 mile,1/1/2019
1403,F55-59,56,F,Springfield,NH,15:18,13:53.9,13:54,10:04,7:59,1 mile,1/1/2019
1404,M5,5,M,Chester,NH,14:53,13:54.4,13:55,10:05,5:30,1 mile,1/1/2019
1405,M70-UP,71,M,Bristol,NH,15:08,13:55.6,13:56,10:06,7:47,1 mile,1/1/2019
1406,F45-49,47,F,Chester,NH,14:58,13:58.5,13:59,10:09,7:25,1 mile,1/1/2019
1407,M6,6,M,Chester,NH,14:58,13:59.0,13:59,10:09,6:21,1 mile,1/1/2019
1408,F50-54,51,F,Manchester,NH,14:58,13:59.3,14:00,10:10,8:11,1 mile,1/1/2019
1409,M50-54,51,M,Manchester,NH,14:58,13:59.5,14:00,10:10,9:26,1 mile,1/1/2019
1410,F10,10,F,Sandown,NH,14:29,13:59.7,14:00,10:10,7:17,1 mile,1/1/2019
1411,M50-54,52,M,Sandown,NH,14:30,14:00.4,14:01,10:11,9:27,1 mile,1/1/2019
1412,F35-39,36,F,Hudson,NH,15:11,14:00.6,14:01,10:11,8:38,1 mile,1/1/2019
1413,F30-34,32,F,Manchester,NH,15:15,14:01.8,14:02,10:12,8:49,1 mile,1/1/2019
1414,M20-24,21,M,Sandown,NH,15:30,14:02.1,14:03,10:13,9:49,1 mile,1/1/2019
1415,M60-64,64,M,Bedford,NH,15:13,14:02.5,14:03,10:13,8:27,1 mile,1/1/2019
1416,M4,4,M,Dunbarton,NH,15:16,14:03.3,14:04,10:14,3:47,1 mile,1/1/2019
1417,F30-34,33,F,Dunbarton,NH,15:16,14:03.3,14:04,10:14,8:51,1 mile,1/1/2019
1418,M35-39,35,M,Raymond,NH,15:39,14:19.6,14:20,10:30,9:44,1 mile,1/1/2019
1419,F9,9,F,Hudson,MA,14:45,14:20.7,14:21,10:31,7:44,1 mile,1/1/2019
1420,M2,2,M,Raymond,NH,15:39,14:21.9,14:22,10:32,Winner,1 mile,1/1/2019
1421,F40-44,43,F,Hudson,MA,14:44,14:22.2,14:23,10:33,8:36,1 mile,1/1/2019
1422,F50-54,50,F,Manchester,NH,14:42,14:22.3,14:23,10:33,8:34,1 mile,1/1/2019
1423,F50-54,50,F,Chester,NH,14:43,14:23.6,14:24,10:34,8:35,1 mile,1/1/2019
1424,F30-34,34,F,Manchester,NH,15:42,14:24.8,14:25,10:35,9:12,1 mile,1/1/2019
1425,M35-39,35,M,Manchester,NH,15:46,14:27.4,14:28,10:38,9:52,1 mile,1/1/2019
1426,M3,3,M,Manchester,NH,15:46,14:27.9,14:28,10:38,3:58,1 mile,1/1/2019
1427,F30-34,31,F,Manchester,NH,15:46,14:28.1,14:29,10:39,9:16,1 mile,1/1/2019
1428,M45-49,45,M,Haverhill,MA,15:32,14:30.8,14:31,10:41,10:03,1 mile,1/1/2019
1429,F50-54,50,F,Hampton,NH,15:17,14:32.2,14:33,10:43,8:44,1 mile,1/1/2019
1430,F30-34,30,F,Dorchester,MA,15:49,14:33.6,14:34,10:44,9:21,1 mile,1/1/2019
1431,M70-UP,89,M,Londonderry,NH,15:49,14:33.8,14:34,10:44,8:25,1 mile,1/1/2019
1432,F45-49,48,F,Pembroke,NH,15:51,14:33.8,14:34,10:44,8:00,1 mile,1/1/2019
1433,F30-34,32,F,Manchester,NH,15:58,14:34.6,14:35,10:45,9:22,1 mile,1/1/2019
1434,F12,12,F,Merrimack,NH,15:57,14:35.0,14:35,10:45,8:34,1 mile,1/1/2019
1435,F35-39,36,F,Boston,MA,15:49,14:35.7,14:36,10:46,9:13,1 mile,1/1/2019
1436,F70-UP,73,F,Londonderry,NH,15:53,14:38.0,14:38,10:48,2:42,1 mile,1/1/2019
1437,M10,10,M,Bow,NH,15:00,14:39.0,14:39,10:49,8:42,1 mile,1/1/2019
1438,F25-29,26,F,Andover,NH,15:51,14:40.7,14:41,10:51,9:37,1 mile,1/1/2019
1439,F70-UP,72,F,New Boston,NH,15:36,14:43.6,14:44,10:54,2:48,1 mile,1/1/2019
1440,F45-49,48,F,North Chelmsford,MA,15:33,14:46.9,14:47,10:57,8:13,1 mile,1/1/2019
1441,M40-44,44,M,Chichester,NH,15:45,14:48.9,14:49,10:59,10:34,1 mile,1/1/2019
1442,M13-19,14,M,Chichester,NH,15:45,14:49.3,14:50,11:00,10:44,1 mile,1/1/2019
1443,M35-39,38,M,Londonderry,NH,16:19,14:56.2,14:57,11:07,10:21,1 mile,1/1/2019
1444,F9,9,F,Londonderry,NH,16:19,14:56.6,14:57,11:07,8:20,1 mile,1/1/2019
1445,F35-39,39,F,Londonderry,NH,16:20,14:56.7,14:57,11:07,9:34,1 mile,1/1/2019
1446,M45-49,48,M,Nashua,NH,16:05,15:03.8,15:04,11:14,10:36,1 mile,1/1/2019
1447,M40-44,43,M,Litchfield,NH,15:53,15:03.9,15:04,11:14,10:49,1 mile,1/1/2019
1448,F40-44,41,F,Litchfield,NH,15:59,15:09.4,15:10,11:20,9:23,1 mile,1/1/2019
1449,F50-54,51,F,Derry,NH,16:17,15:20.0,15:20,11:30,9:31,1 mile,1/1/2019
1450,F25-29,28,F,Wilton,NH,16:46,15:20.1,15:21,11:31,10:17,1 mile,1/1/2019
1451,F50-54,54,F,Wilton,NH,16:47,15:20.2,15:21,11:31,9:32,1 mile,1/1/2019
1452,F55-59,59,F,Barnstead,NH,16:14,15:21.2,15:22,11:32,9:27,1 mile,1/1/2019
1453,F40-44,42,F,Enfield,NH,15:51,15:30.5,15:31,11:41,9:44,1 mile,1/1/2019
1454,F8,8,F,Bow,NH,15:52,15:30.6,15:31,11:41,9:52,1 mile,1/1/2019
1455,F65-69,67,F,Manchester,NH,17:21,15:32.8,15:33,11:43,8:48,1 mile,1/1/2019
1456,F60-64,61,F,Andover,NH,16:15,15:33.1,15:34,11:44,8:20,1 mile,1/1/2019
1457,F40-44,40,F,Merrimack,NH,16:56,15:33.6,15:34,11:44,9:47,1 mile,1/1/2019
1458,F50-54,52,F,Salem,NH,16:17,15:33.8,15:34,11:44,9:45,1 mile,1/1/2019
1459,F55-59,58,F,Epping,NH,16:16,15:34.0,15:34,11:44,9:39,1 mile,1/1/2019
1460,F50-54,50,F,Temple,NH,16:49,15:38.8,15:39,11:49,9:50,1 mile,1/1/2019
1461,M50-54,54,M,Temple,NH,16:50,15:39.0,15:39,11:49,11:05,1 mile,1/1/2019
1462,F40-44,42,F,Somersworth,NH,17:08,15:41.5,15:42,11:52,9:55,1 mile,1/1/2019
1463,F35-39,38,F,Nashua,NH,17:08,15:41.8,15:42,11:52,10:19,1 mile,1/1/2019
1464,F13-19,18,F,Hudson,NH,17:09,15:43.8,15:44,11:54,10:40,1 mile,1/1/2019
1465,F55-59,57,F,Antrim,NH,17:11,15:45.6,15:46,11:56,9:51,1 mile,1/1/2019
1466,F35-39,36,F,Carlisle,MA,17:14,15:48.5,15:49,11:59,10:26,1 mile,1/1/2019
1467,M9,9,M,Londonderry,NH,17:05,15:49.8,15:50,12:00,10:15,1 mile,1/1/2019
1468,F50-54,54,F,Somerville,NH,17:09,15:53.6,15:54,12:04,10:05,1 mile,1/1/2019
1469,F45-49,46,F,Penacook,NH,17:00,15:56.2,15:57,12:07,9:23,1 mile,1/1/2019
1470,F50-54,52,F,Windham,NH,17:22,15:59.8,16:00,12:10,10:11,1 mile,1/1/2019
1471,F35-39,39,F,Hooksett,NH,17:10,16:04.0,16:04,12:14,10:41,1 mile,1/1/2019
1472,F60-64,62,F,Newton,NH,17:34,16:04.4,16:05,12:15,8:51,1 mile,1/1/2019
1473,F55-59,55,F,Bedford,NH,17:20,16:08.2,16:09,12:19,10:14,1 mile,1/1/2019
1474,F35-39,36,F,Goffstown,NH,17:19,16:08.2,16:09,12:19,10:46,1 mile,1/1/2019
1475,F45-49,47,F,Windham,NH,17:20,16:08.5,16:09,12:19,9:35,1 mile,1/1/2019
1476,F30-34,34,F,Somersworth,NH,17:09,16:10.6,16:11,12:21,10:58,1 mile,1/1/2019
1477,F13-19,17,F,Derry,NH,17:20,16:12.6,16:13,12:23,11:09,1 mile,1/1/2019
1478,F12,12,F,Derry,NH,17:21,16:12.7,16:13,12:23,10:12,1 mile,1/1/2019
1479,F55-59,56,F,Sandown,NH,17:42,16:12.9,16:13,12:23,10:18,1 mile,1/1/2019
1480,F30-34,30,F,Fremont,NH,17:41,16:25.8,16:26,12:36,11:13,1 mile,1/1/2019
1481,M25-29,29,M,Fremont,NH,17:42,16:26.7,16:27,12:37,12:06,1 mile,1/1/2019
1482,M25-29,29,M,Londonderry,NH,18:04,16:35.3,16:36,12:46,12:15,1 mile,1/1/2019
1483,F60-64,62,F,Skokie,IL,17:41,16:37.4,16:38,12:48,9:24,1 mile,1/1/2019
1484,F45-49,49,F,New Boston,NH,18:07,16:38.5,16:39,12:49,10:05,1 mile,1/1/2019
1485,F45-49,49,F,Hampton,NH,18:07,16:38.7,16:39,12:49,10:05,1 mile,1/1/2019
1486,F35-39,35,F,Bedford,NH,17:46,16:41.8,16:42,12:52,11:19,1 mile,1/1/2019
1487,F30-34,31,F,Loudon,NH,18:03,16:47.6,16:48,12:58,11:35,1 mile,1/1/2019
1488,F60-64,61,F,Contoocook,NH,18:04,16:48.0,16:48,12:58,9:34,1 mile,1/1/2019
1489,F65-69,67,F,Chelmsford,MA,18:13,16:53.9,16:54,13:04,10:09,1 mile,1/1/2019
1490,M30-34,33,M,Somersworth,NH,17:53,16:54.0,16:54,13:04,12:40,1 mile,1/1/2019
1491,M35-39,36,M,Billerica,MA,18:09,16:55.8,16:56,13:06,12:20,1 mile,1/1/2019
1492,M3,3,M,Brookline,NH,17:51,16:57.5,16:58,13:08,6:28,1 mile,1/1/2019
1493,M65-69,67,M,Chelmsford,MA,18:12,16:58.1,16:59,13:09,11:20,1 mile,1/1/2019
1494,F50-54,54,F,Manchester,NH,18:15,17:00.8,17:01,13:11,11:12,1 mile,1/1/2019
1495,F50-54,54,F,Manchester,NH,18:15,17:00.9,17:01,13:11,11:12,1 mile,1/1/2019
1496,F65-69,65,F,Manchester,NH,18:15,17:01.5,17:02,13:12,10:17,1 mile,1/1/2019
1497,M55-59,57,M,Chelmsford,MA,18:16,17:03.9,17:04,13:14,11:47,1 mile,1/1/2019
1498,F55-59,57,F,Antrim,NH,18:33,17:07.1,17:08,13:18,11:13,1 mile,1/1/2019
1499,M13-19,13,M,Bedford,NH,18:43,17:14.7,17:15,13:25,13:09,1 mile,1/1/2019
1500,F50-54,50,F,Gordon's Bay,UN,18:43,17:14.8,17:15,13:25,11:26,1 mile,1/1/2019
1501,F40-44,44,F,Bedford,NH,18:44,17:15.1,17:16,13:26,11:29,1 mile,1/1/2019
1502,F40-44,41,F,Lowell,MA,18:21,17:16.9,17:17,13:27,11:30,1 mile,1/1/2019
1503,F40-44,41,F,Manchester,NH,18:39,17:17.4,17:18,13:28,11:31,1 mile,1/1/2019
1504,F65-69,66,F,Auburn,NH,18:36,17:19.7,17:20,13:30,10:35,1 mile,1/1/2019
1505,M65-69,66,M,Auburn,NH,18:37,17:21.3,17:22,13:32,11:43,1 mile,1/1/2019
1506,F30-34,34,F,Weare,NH,18:41,17:23.2,17:24,13:34,12:11,1 mile,1/1/2019
1507,M40-44,42,M,Merrimack,NH,18:38,17:24.2,17:25,13:35,13:10,1 mile,1/1/2019
1508,F40-44,44,F,Epsom,NH,18:55,17:28.6,17:29,13:39,11:42,1 mile,1/1/2019
1509,F40-44,41,F,Center Barnstead,NH,18:56,17:29.1,17:30,13:40,11:43,1 mile,1/1/2019
1510,F40-44,43,F,Somersworth,NH,19:01,17:29.1,17:30,13:40,11:43,1 mile,1/1/2019
1511,F50-54,51,F,Methuen,MA,19:01,17:29.5,17:30,13:40,11:41,1 mile,1/1/2019
1512,M55-59,56,M,Epsom,NH,18:59,17:33.1,17:34,13:44,12:17,1 mile,1/1/2019
1513,F50-54,51,F,Auburn,NH,19:09,17:44.2,17:45,13:55,11:56,1 mile,1/1/2019
1514,F13-19,14,F,Milford,NH,19:24,17:44.9,17:45,13:55,12:41,1 mile,1/1/2019
1515,F40-44,41,F,Merrimack,NH,19:27,17:46.1,17:47,13:57,12:00,1 mile,1/1/2019
1516,F40-44,43,F,Milford,NH,19:29,17:51.3,17:52,14:02,12:05,1 mile,1/1/2019
1517,M55-59,59,M,Londonderry,NH,18:31,17:58.6,17:59,14:09,12:42,1 mile,1/1/2019
1518,F60-64,60,F,Londonderry,NH,18:30,17:59.6,18:00,14:10,10:46,1 mile,1/1/2019
1519,M55-59,55,M,Tyngsboro,MA,19:21,18:07.7,18:08,14:18,12:51,1 mile,1/1/2019
1520,F50-54,54,F,Tyngsboro,MA,19:21,18:07.8,18:08,14:18,12:19,1 mile,1/1/2019
1521,F6,6,F,Manchester,NH,19:09,18:14.7,18:15,14:25,9:56,1 mile,1/1/2019
1522,F40-44,40,F,Manchester,NH,19:09,18:14.8,18:15,14:25,12:28,1 mile,1/1/2019
1523,M3,3,M,Merrimack,NH,19:57,18:15.6,18:16,14:26,7:46,1 mile,1/1/2019
1524,M45-49,46,M,Milford,NH,19:57,18:15.7,18:16,14:26,13:48,1 mile,1/1/2019
1525,M9,9,M,New Boston,NH,19:49,18:17.3,18:18,14:28,12:43,1 mile,1/1/2019
1526,F7,7,F,New Boston,NH,19:51,18:20.5,18:21,14:31,10:56,1 mile,1/1/2019
1527,F50-54,54,F,Goffstown,NH,19:52,18:23.3,18:24,14:34,12:35,1 mile,1/1/2019
1528,M60-64,61,M,Goffstown,NH,20:09,18:36.9,18:37,14:47,13:01,1 mile,1/1/2019
1529,M30-34,30,M,Hillsborough,NH,20:09,18:37.7,18:38,14:48,14:24,1 mile,1/1/2019
1530,F30-34,30,F,Hillsborough,NH,20:10,18:38.3,18:39,14:49,13:26,1 mile,1/1/2019
1531,F2,2,F,Weare,NH,18:41,18:40.4,18:41,14:51,Winner,1 mile,1/1/2019
1532,F13-19,13,F,Amherst,NH,19:59,18:49.7,18:50,15:00,13:46,1 mile,1/1/2019
1533,F40-44,40,F,Londonderry,NH,20:46,19:08.6,19:09,15:19,13:22,1 mile,1/1/2019
1534,M70-UP,75,M,Townsend,MA,20:46,19:08.7,19:09,15:19,13:00,1 mile,1/1/2019
1535,F70-UP,72,F,Townsend,MA,20:47,19:09.0,19:09,15:19,7:13,1 mile,1/1/2019
1536,M13-19,13,M,Manchester,NH,20:26,19:14.0,19:14,15:24,15:08,1 mile,1/1/2019
1537,F65-69,67,F,Salem,NH,20:37,19:16.4,19:17,15:27,12:32,1 mile,1/1/2019
1538,F45-49,46,F,Pembroke,NH,20:41,19:17.6,19:18,15:28,12:44,1 mile,1/1/2019
1539,F40-44,41,F,Salem,NH,20:39,19:18.3,19:19,15:29,13:32,1 mile,1/1/2019
1540,F40-44,44,F,Amherst,NH,20:38,19:19.1,19:20,15:30,13:33,1 mile,1/1/2019
1541,F55-59,58,F,Merrimack,NH,20:45,19:21.1,19:22,15:32,13:27,1 mile,1/1/2019
1542,F55-59,57,F,Derry,NH,20:49,19:41.2,19:42,15:52,13:47,1 mile,1/1/2019
1543,F13-19,13,F,Enfield,NH,21:18,20:59.6,21:00,17:10,15:56,1 mile,1/1/2019
